tag,category,implications
lady_(lady_and_the_tramp),4,
lady_bow,4,
ladybug,5,beetle
lagomorph,5,mammal
lagomorph_humanoid,5,lagomorph mammal_humanoid
lake,107,
lalafell,5,
lamb_(cult_of_the_lamb),4,
lamb_(lol),4,
lamia,5,draconcopode snake split_form
lammy_lamb,4,
lamp,100,
lampropeltini,5,snake
land_forme_shaymin,5,shaymin
landscape,107,
landscape_dwarfing,108,macro
lanolin_the_sheep_(sonic),4,
lantern,100,lamp
lapras,5,pokemon_(species)
laptop,100,computer
laquine,5,lagomorph
large_group,106,group
larger_ambiguous,106,ambiguous_gender size_difference
larger_anthro,106,anthro size_difference
larger_female,106,female size_difference
larger_feral,106,feral size_difference
larger_gynomorph,106,gynomorph larger_intersex
larger_human,106,human size_difference
larger_humanoid,106,humanoid size_difference
larger_intersex,106,intersex size_difference
larger_male,106,male size_difference
larger_penetrated,106,penetration size_difference
larger_pred,106,size_difference
lari,5,bird
larva,111,insect
larvitar,5,pokemon_(species)
laser,100,
latex,105,
latex_armwear,105,armwear latex_clothing
latex_body,105,latex
latex_bodysuit,105,bodysuit latex_skinsuit
latex_boots,105,boots footwear latex_clothing
latex_clothing,105,clothing latex
latex_creature,5,living_latex
latex_elbow_gloves,105,elbow_gloves latex_armwear latex_gloves
latex_gloves,105,gloves latex_handwear
latex_handwear,105,handwear latex_clothing
latex_legwear,105,latex_clothing legwear
latex_skinsuit,105,latex_clothing skinsuit
latex_stockings,105,latex_legwear stockings
latex_thigh_highs,105,latex_legwear thigh_highs
latex_topwear,105,latex_clothing topwear
latex_transformation,105,latex transformation
latias,5,pokemon_(species)
latios,5,pokemon_(species)
laugh,101,
laura_(twokinds),4,
lava,107,
law_(sdorica),4,
leaf,100,
leaf-nosed_bat,5,bat
leaf_hair,103,leaf plant_hair
leaf_tail,103,leaf tail
leafeon,5,pokemon_(species)
leaking,104,
leaking_cum,104,cum leaking
leaking_precum,104,leaking precum
leaning,108,
leaning_forward,108,leaning
leaning_on_wall,108,leaning
leash,105,
leash_in_mouth,105,leash object_in_mouth
leash_pull,105,leash
leashed_collar,105,collar leash
leashed_pov,105,first_person_view leash
leather,100,
leather_clothing,100,clothing leather
leather_cuffs,105,cuff_(restraint) leather
leather_daddy,105,leather
leather_harness,105,harness leather
leather_jacket,100,jacket leather_topwear
leather_topwear,100,leather_clothing topwear
leavanny,5,pokemon_(species)
leg_glider_position,101,raised_leg sex
leg_grab,103,grabbing
leg_hair,103,body_hair
leg_markings,103,markings
leg_scar,103,scar
leg_tattoo,103,tattoo
leg_tuft,103,tuft
leg_warmers,103,legwear
leg_wrap,103,
leg_wraps,103,legwear wraps
legband,100,
leggings,100,legwear
legless,103,
lego,3,
legoshi_(beastars),4,
legs_back,103,
legs_behind_head,103,flexible legs_up
legs_tied,103,bound
legs_up,103,
legwear,100,clothing
legwear_only,100,legwear
leib_(tas),4,
lekku_(anatomy),103,
lemur,5,primate
leo_(vg_cats),4,
leomon,5,digimon_(species)
leon_powalski,4,
leona_(aka)_little_one,4,
leonardo_(tmnt),4,
leopard,5,pantherine
leopard_cat,5,feline
leopard_spots,103,spots
leopardus,5,feline
leotard,100,clothing
lepi,5,leporid
lepidopteran,5,insect
lepidopteran_wings,103,insect_wings
leporid,5,lagomorph
letter,100,
letterbox,7,
leucistic,103,
levitation,101,
lgbt_pride,110,
li_li_stormstout,4,warcraft
liara_t'soni,4,
library,107,
licho_(tas),4,
licking,101,tongue
licking_another,101,licking
licking_cum,101,cum licking
licking_lips,101,licking lips tongue_out
licking_own_lips,101,licking_lips
licking_tip,101,licking penis
licking_tongue,101,licking
liepard,5,pokemon_(species)
lifeguard,111,
liger,5,hybrid pantherine
light,103,
light_beam,109,light
light_fury,5,fury_(httyd)
light_genitals,103,genitals
light_skin,103,
lighting,7,light
lightning,104,electricity
lightning_dust_(mlp),4,friendship_is_magic
lights,100,
lightsaber,100,melee_weapon
likulau,4,
lila_(kashiwagi_aki),4,
lilith_calah,4,
lilligant,5,pokemon_(species)
lilo_pelekai,4,
lily_pad,107,plant
limestone_pie_(mlp),4,friendship_is_magic
lin_(changed),4,
lin_hu,4,
line_art,7,
linear_sequence,108,sequence
lineup,108,
lingerie,100,clothing
link,4,
link_(wolf_form),4,
linked_speech_bubble,110,speech_bubble
linoone,5,pokemon_(species)
lion,5,pantherine
lion_humanoid,5,lion pantherine_humanoid
lip_piercing,103,facial_piercing jewelry
lip_ring,103,lip_piercing ring_(jewelry) ring_piercing
lips,103,
lipstick,100,makeup
lipstick_on_penis,108,penis
liquid_inflation,105,inflation
liquid_latex,105,latex
litten,5,pokemon_(species)
little_red_riding_hood,4,
livestream,108,
living_aircraft,5,aircraft living_vehicle
living_candy,5,candy food_creature
living_clothing,5,animate_inanimate
living_cloud,5,cloud elemental_creature
living_condom,100,
living_doll,5,animate_inanimate doll
living_fruit,5,flora_fauna food_creature fruit
living_inflatable,5,animate_inanimate inflatable
living_insertion,105,
living_latex,5,latex
living_machine,5,machine
living_pinata,5,animate_inanimate
living_plushie,5,animate_inanimate plushie
living_room,107,
living_sex_doll,5,animate_inanimate
living_sex_toy,101,
living_tail,103,unusual_tail
living_toy,5,animate_inanimate
living_vehicle,5,living_machine vehicle
lizard,5,reptile
lizard_(petruz),4,
lizard_(rain_world),5,rain_world scalie
lizard_humanoid,5,lizard reptile_humanoid
lizardman,5,scalie
lizardman_(overlord),5,lizardman
llama,5,camelid
lock,100,
lock_bulge,105,lock_symbol null_bulge
lock_symbol,110,symbol
locker,100,
locker_room,107,
log,100,wood
logo,110,
loincloth,100,bottomwear
loincloth_aside,100,bottomwear_aside loincloth
loincloth_only,100,loincloth topless
lola_bunny,4,
lolbit_(fnaf),4,five_nights_at_freddy's
loli,106,female young
lolita_(fashion),109,j-fashion
lollipop,100,candy
lombax,5,mammal
long_body,103,
long_claws,103,claws
long_ears,103,
long_eyelashes,103,eyelashes
long_foreskin,103,foreskin
long_hair,103,hair
long_horn,103,horn
long_legs,103,
long_mouth,103,
long_neck,103,
long_penis,103,penis
long_sleeves,100,sleeves
long_snout,103,snout
long_socks,100,socks
long_tail,103,tail
long_tongue,103,tongue
looking_aside,109,
looking_at_another,109,
looking_at_anus,109,
looking_at_breasts,109,breasts
looking_at_genitalia,109,
looking_at_mirror,109,looking_at_object mirror
looking_at_object,109,
looking_at_penis,109,looking_at_genitalia penis
looking_at_phone,109,looking_at_object phone
looking_at_porn,109,pornography
looking_at_self,109,
looking_at_viewer,109,
looking_away,108,
looking_back,109,
looking_back_at_viewer,109,looking_at_viewer looking_back
looking_down,109,
looking_down_at_another,109,looking_at_another looking_down
looking_down_at_self,109,looking_at_self looking_down
looking_down_at_viewer,109,looking_at_viewer looking_down
looking_pleasured,109,enjoying
looking_through,109,
looking_through_legs,109,looking_through
looking_up,109,
looming,101,
loona_(helluva_boss),4,
loose_feather,103,
loose_foreskin,103,foreskin
lop_(star_wars_visions),4,
lop_ears,103,floppy_ears
lopunny,5,pokemon_(species)
lord_dominator,4,
lotus_(mlp),4,friendship_is_magic
louie_duck,4,
louis_(beastars),4,
lovander,5,pal_(species)
love_handles,103,
lovetaste_chica,4,
low-angle_view,109,
low_key_toxtricity,5,toxtricity
lt._fox_vixen,4,
lube,100,
lube_bottle,100,bottle lube
lube_in_ass,104,lube
lucario,5,pokemon_(species)
luck_(animancer),4,
lucky_pierre,106,group_sex
lugia,5,pokemon_(species)
luigi,4,
lulu_(lol),4,
lunala,5,pokemon_(species)
lurantis,5,pokemon_(species)
luxio,5,pokemon_(species)
luxray,5,pokemon_(species)
lycanroc,5,pokemon_(species)
lying,108,
lying_on_bed,108,lying on_bed
lying_on_ground,108,lying on_ground
lying_on_sofa,108,lying on_sofa
lynx,5,feline
lyra_heartstrings_(mlp),4,friendship_is_magic
mabel_able,4,animal_crossing
macan_(tas),4,
macaw,5,true_parrot
machamp,5,pokemon_(species)
machine,100,
machine_gun,100,gun
machoke,5,pokemon_(species)
mackerel_shark,5,shark
mackerel_tabby,5,stripes tabby_cat
macro,105,
macro_anthro,106,anthro macro
macro_female,106,female macro
macro_male,106,macro male
macropod,5,marsupial
mad_rat_(mad_rat_dead),4,
mae_borowski,4,
magazine,100,
magazine_cover,7,cover
maggie_hudson,4,
magic,101,
magic_circle,110,magic
magic_user,111,
magic_wand,100,
magikarp,5,pokemon_(species)
magikoopa,5,koopa
magnemite,5,pokemon_(species)
magpie_(corvid),5,corvid
maid_headdress,100,headwear
maid_marian,4,
maid_uniform,100,uniform
maine_coon,5,domestic_cat
majin,5,
majin_android_21,4,
makeup,100,
makoto_nanaya,4,
mal0,4,
male,106,
male/ambiguous,106,ambiguous_gender male
male/female,106,female male
male/male,106,male
male_(lore),8,
male_anthro,106,anthro male
male_dominating_female,106,dominant_male male/female submissive_female
male_dominating_human,106,dominant_male male_on_human submissive_human
male_dominating_male,106,dominant_male male/male submissive_male
male_feral,106,feral male
male_fingered,106,male
male_fingering_anthro,106,fingering_partner male_on_anthro
male_focus,108,male
male_human,106,human male
male_humanoid,106,humanoid male
male_impregnation,106,impregnation male
male_lactation,106,lactating male
male_on_anthro,106,anthro male
male_on_bottom,106,male on_bottom
male_on_feral,106,feral male
male_on_human,106,human male
male_on_humanoid,106,humanoid male
male_on_top,106,male on_top
male_peeing,106,male peeing
male_penetrated,106,male penetration
male_penetrating,106,male penetration
male_penetrating_ambiguous,106,ambiguous_penetrated male/ambiguous male_penetrating sex
male_penetrating_andromorph,106,andromorph/male andromorph_penetrated male_penetrating_intersex
male_penetrating_anthro,106,anthro_penetrated male_on_anthro male_penetrating
male_penetrating_female,106,female_penetrated male/female male_penetrating sex
male_penetrating_feral,106,feral_penetrated male_on_feral male_penetrating
male_penetrating_gynomorph,106,gynomorph/male gynomorph_penetrated male_penetrating_intersex
male_penetrating_herm,106,herm/male herm_penetrated male_penetrating_intersex
male_penetrating_human,106,human_penetrated male_on_human male_penetrating
male_penetrating_humanoid,106,humanoid_penetrated male_on_humanoid male_penetrating
male_penetrating_intersex,106,intersex/male intersex_penetrated male_penetrating sex
male_penetrating_male,106,male/male male_penetrated male_penetrating sex
male_pov,106,first_person_view male
male_pred,106,male
male_prey,106,male
male_rape,106,male rape
male_raped,106,male
male_raping_anthro,106,male_on_anthro male_rape
male_raping_female,106,female_raped male/female male_rape
male_rimmed,106,male
male_rimming,106,male rimming
male_rimming_anthro,106,male_on_anthro male_rimming
male_rimming_male,106,male/male male_rimmed male_rimming
male_symbol,106,gender_symbol
maleherm,106,intersex
malo,5,skulldog_(species)
mamagen,5,mammal
mammal,5,
mammal_humanoid,5,animal_humanoid mammal
mammal_taur,5,mammal taur
mammon_(helluva_boss),4,
mammoth,5,elephantid
mandibles,103,
mane,103,
mane_hair,103,hair mane
mane_six_(mlp),4,applejack_(mlp) fluttershy_(mlp) pinkie_pie_(mlp) rainbow_dash_(mlp) rarity_(mlp) twilight_sparkle_(mlp)
manectric,5,pokemon_(species)
maned_wolf,5,canine
mangle_(fnaf),4,five_nights_at_freddy's
manitka_storm,4,
manta_ray,5,fish
manticore,5,felid
mantis,5,insect
map,100,
maractus,5,pokemon_(species)
marble_fox,5,red_fox
marble_pie_(mlp),4,friendship_is_magic
marceline_abadeer,4,
marci_hetson,4,
marie_(splatoon),4,
marijuana,100,drugs
marina_(splatoon),4,
marine,5,
marine_humanoid,5,animal_humanoid marine
marine_the_raccoon,4,
mario,4,
marionette_(fnaf),4,five_nights_at_freddy's
marker,100,
marker_(artwork),7,traditional_media_(artwork)
markings,103,
married_couple,108,
marshal_(animal_crossing),4,animal_crossing
marshtomp,5,pokemon_(species)
marsupial,5,mammal
marten,5,gulonine musteline
martian,5,alien_humanoid
mascara,100,makeup
mascot,111,
mask,100,
mask_(marking),100,facial_markings
mass_vore,105,group vore
mastectomy_scar,103,scar
master,105,
master_po_ping,4,
master_splinter,4,
master_tigress,4,
master_viper,4,
mastery_position,101,from_front_position
mastiff,5,molosser
masturbating_while_penetrated,101,masturbation penetration
masturbation,101,
masyunya_(vkontakte),4,
mating_press,101,from_front_position
mature,106,
mature_anthro,106,anthro mature
mature_female,106,female mature
mature_feral,106,feral mature
mature_gynomorph,106,gynomorph mature_intersex
mature_intersex,106,intersex mature
mature_male,106,male mature
maud_pie_(mlp),4,friendship_is_magic
mawile,5,pokemon_(species)
mawplay,105,mouth_play
max_(sam_and_max),4,
max_goof,4,
may_(pokemon),4,
mayor_mare_(mlp),4,friendship_is_magic
meat,100,food
mecha,107,machine
mechanic,111,
mechanical_arm,103,
medial_ring,100,penis
medial_ringed_humanoid_penis,103,humanoid_penis hybrid_penis medial_ring
medical,108,
medical_instrument,100,medical scientific_instrument
medicham,5,pokemon_(species)
medieval,107,
medium_breasts,103,breasts
medium_hair,103,hair
medli,4,
meerkat,5,herpestid
mega_absol,5,mega_evolution
mega_banette,5,mega_evolution
mega_charizard,5,mega_evolution
mega_charizard_x,5,mega_charizard
mega_charizard_y,5,mega_charizard
mega_evolution,5,pokemon_(species)
mega_gardevoir,5,mega_evolution
mega_lopunny,5,mega_evolution
mega_lucario,5,mega_evolution
mega_mewtwo,5,mega_evolution
megabat,5,bat
meganium,5,pokemon_(species)
megumi_bandicoot,4,
melanistic,103,
melee_weapon,100,weapon
meles,5,badger
meloetta,5,pokemon_(species)
meloetta_(aria_form),5,meloetta
melting,101,
membrane_(anatomy),103,
membranous_frill,103,frill_(anatomy) membrane_(anatomy)
membranous_wings,103,membrane_(anatomy) wings
meme,7,
meme_clothing,100,clothing meme
meow_(space_dandy),4,
meow_skulls,4,
meowscarada,5,pokemon_(species)
meowscles,4,
meowstic,5,pokemon_(species)
meowth,5,pokemon_(species)
mephitid,5,mammal
mercenary_(grimoire_of_zero),4,
merfolk,5,marine split_form
merging,101,
meru_(merunyaa),4,
mesprit,5,pokemon_(species)
messy,104,
messy_hair,103,hair
meta_knight,4,
metal,100,
metal_collar,105,collar metal
metal_cuffs,100,cuff_(restraint)
metal_sonic,4,
metallic_body,103,
mettaton,4,
mettaton_ex,4,
mew_(pokemon),5,pokemon_(species)
mewtwo,5,pokemon_(species)
mexican_wolf,5,wolf
mia_(world_flipper),4,
mia_moretti,4,
michelangelo_(tmnt),4,
michelle_(dashboom),4,
michiru_kagemori,4,
mickey_mouse,4,
micro,105,
micro_bikini,100,bikini
micro_organism_(organism),5,
microphone,100,electronics
microraptor,5,dromaeosaurid
microsoft_paint_(artwork),7,digital_media_(artwork)
mid_transformation,108,transformation
midair,108,
midday_lycanroc,5,lycanroc
middle_finger,110,hand_gesture
midna,4,
midnight_lycanroc,5,lycanroc
midriff,108,
mienfoo,5,pokemon_(species)
mienshao,5,pokemon_(species)
mightyena,5,pokemon_(species)
miia_(monster_musume),4,monster_girl_(genre)
mike_schmidt,4,
milachu,4,
miles_prower,4,
military,107,
military_uniform,100,uniform
milk,103,
milk_container,103,container
milking_machine,103,machine
milky_way_(flash_equestria),4,
milla_basset,4,
millie_(helluva_boss),4,
milotic,5,pokemon_(species)
miltank,5,pokemon_(species)
mimic_chest,5,
mimiga,5,lagomorph
mimikyu,5,pokemon_(species)
mina_mongoose,4,
minccino,5,pokemon_(species)
mind_control,101,
mind_flayer,5,monstrous_humanoid
minecraft,3,
mineral_fauna,5,elemental_creature
mineral_humanoid,5,elemental_humanoid mineral_fauna
minerva_mink,4,
miniskirt,100,skirt
mink,5,true_musteline
minkmen_(one_piece),5,mammal
minnie_mouse,4,
minotaur,5,bovine
minuette_(mlp),4,friendship_is_magic
minun,5,pokemon_(species)
miqo'te,5,feline
mirage_(disney),4,
miraidon,5,pokemon_(species)
miranda_(wakfu),4,
mirror,100,
mirror_reflection,111,mirror reflection
mirror_selfie,109,mirror selfie
mismagius,5,pokemon_(species)
mismatched_animal_penis,103,animal_penis mismatched_penis
mismatched_genitalia,103,genitals
mismatched_penis,103,mismatched_genitalia penis
missing_arm,103,
missionary_position,101,from_front_position on_back
mistletoe,107,plant
misty_(pokemon),4,gym_leader
mittens,100,handwear
mixed_breed,5,
mixed_media,7,
miyu_(star_fox),4,
mizutsune,5,dragon
mmf,110,
mmf_threesome,105,mmf threesome
moan,110,
model_sheet,7,
mohawk,103,hair
mokdai,4,
mole_(animal),5,eulipotyphlan
mole_(marking),103,markings
mollusk,5,
mollusk_humanoid,5,animal_humanoid mollusk
molosser,5,domestic_dog
momiji_inubashiri,4,
mommy_kink,105,
momo_(google),4,
money,100,
mongoose,5,herpestid
monitor,100,electronics
monitor_lizard,5,lizard
monkey,5,haplorhine
monkey_humanoid,5,mammal_humanoid monkey primate
monochrome,7,
monocle,100,eyewear
monomasa,4,
monotone_background,107,
monotone_balls,102,balls monotone_genitals
monotone_belly,102,
monotone_body,102,
monotone_bottomwear,100,bottomwear monotone_clothing
monotone_breasts,102,breasts
monotone_clothing,100,clothing
monotone_face,102,
monotone_fur,102,fur monotone_body
monotone_genitals,102,genitals
monotone_hair,102,hair
monotone_penis,102,monotone_genitals penis
monotone_skin,102,monotone_body
monotone_skirt,100,monotone_bottomwear skirt
monotone_tail,102,tail
monotone_topwear,100,monotone_clothing topwear
monotreme,5,mammal
monster,5,
monster_girl_(genre),3,
monster_kid,4,
monstrous_humanoid,5,humanoid monster
montgomery_gator,4,five_nights_at_freddy's
montgomery_glands,103,
moobs,103,
moogle,5,mammal
moon,107,
moon_bear,5,black_bear
moondancer_(mlp),4,friendship_is_magic
mooning,101,
moonlight,107,light
moose,5,new_world_deer
mora_linda,4,
morbidly_obese,103,overweight
morbidly_obese_anthro,106,morbidly_obese obese_anthro
morbidly_obese_female,106,morbidly_obese obese_female
morbidly_obese_male,106,morbidly_obese obese_male
mordecai_(regular_show),4,
morgana_(persona),4,
moritaka_(tas),4,
morning,107,
morning_wood,108,erection
morrigan_aensland,4,
mosaic_censorship,7,censored
moss,107,plant
mostly_nude,108,
mostly_nude_anthro,106,anthro mostly_nude
mostly_nude_female,106,female mostly_nude
mostly_nude_gynomorph,106,gynomorph mostly_nude_intersex
mostly_nude_humanoid,106,humanoid mostly_nude
mostly_nude_intersex,106,intersex mostly_nude
mostly_nude_male,106,male mostly_nude
moth,5,lepidopteran
moth_humanoid,5,insect_humanoid moth
motion_blur,109,
motion_lines,110,
motor_vehicle,100,vehicle
motorcycle,100,vehicle
mottled,103,
mottled_body,103,mottled multicolored_body
mottled_genitals,103,multicolored_genitals
mottled_penis,103,mottled mottled_genitals multicolored_penis
mountain,107,
mountain_dog,5,domestic_dog
mounting,101,from_behind_position
mouse,5,murine
mouse_humanoid,5,mouse murine_humanoid
mouse_tail,103,tail
moushley,4,
mouth_closed,108,
mouth_hold,101,
mouth_play,105,
mouth_shot,109,open_mouth
mouthless,103,
moxxie_(helluva_boss),4,
mr._snake_(the_bad_guys),4,
mr._wolf_(the_bad_guys),4,
mrs._brisby,4,don_bluth
mrs._cake_(mlp),4,friendship_is_magic
mrs._katswell,4,
mrs._shy_(mlp),4,friendship_is_magic
mrs._wilde,4,zootopia
ms._harshwhinny_(mlp),4,friendship_is_magic
mtf_crossgender,106,female
mtf_transformation,106,gender_transformation
mtg_crossgender,106,gynomorph mti_crossgender
mti_crossgender,106,intersex
mti_transformation,106,gender_transformation
mud,107,
mudkip,5,pokemon_(species)
mudsdale,5,pokemon_(species)
mufasa,4,
muffet,4,
muffled,108,
mug,100,cup
muk,5,pokemon_(species)
mule,5,equine hybrid
mule_deer,5,new_world_deer
multi_arm,103,multi_limb
multi_balls,103,balls multi_genitalia
multi_breast,103,breasts
multi_ear,103,
multi_eye,103,
multi_genitalia,103,genitals
multi_head,103,
multi_horn,103,horn
multi_leg,103,multi_limb
multi_limb,103,
multi_nipple,103,nipples
multi_penis,103,multi_genitalia penis
multi_tail,103,tail
multicolored_antennae,102,antennae_(anatomy)
multicolored_body,102,
multicolored_bottomwear,100,bottomwear multicolored_clothing
multicolored_clothing,100,clothing
multicolored_dress,100,dress multicolored_clothing
multicolored_ears,102,
multicolored_eyes,102,
multicolored_face,102,
multicolored_feathers,102,feathers multicolored_body
multicolored_footwear,100,footwear multicolored_clothing
multicolored_fur,102,fur multicolored_body
multicolored_genitals,102,genitals
multicolored_hair,102,hair
multicolored_horn,102,horn
multicolored_legwear,100,legwear multicolored_clothing
multicolored_mane,102,mane
multicolored_penis,102,multicolored_genitals penis
multicolored_scales,102,multicolored_body scales
multicolored_shirt,100,multicolored_topwear shirt
multicolored_shoes,100,multicolored_footwear shoes
multicolored_skin,102,multicolored_body
multicolored_skirt,100,skirt
multicolored_socks,100,multicolored_footwear socks
multicolored_swimwear,100,multicolored_clothing swimwear
multicolored_tail,102,tail
multicolored_thigh_highs,100,multicolored_legwear thigh_highs
multicolored_topwear,100,multicolored_clothing topwear
multicolored_underwear,100,multicolored_clothing underwear
multicolored_wings,102,wings
multiple_ova,110,ovum
multiple_poses,109,pose
multiple_positions,109,
multiple_pregnancies,104,pregnant
multiple_prey,101,
multiple_scenes,7,
mummy,5,undead
mummy_wrappings,100,wraps
murid,5,rodent
murine,5,murid
murine_humanoid,5,murine rodent_humanoid
muscle_growth,103,growth
musclegut,103,muscular
muscular,103,
muscular_andromorph,106,andromorph muscular_intersex
muscular_anthro,103,anthro muscular
muscular_arms,103,muscular
muscular_bottom,103,muscular
muscular_dom,103,dominant muscular
muscular_female,106,female muscular
muscular_femboy,103,femboy muscular
muscular_feral,103,feral muscular
muscular_gynomorph,106,gynomorph muscular_intersex
muscular_human,103,human muscular
muscular_humanoid,103,humanoid muscular
muscular_intersex,106,intersex muscular
muscular_legs,103,muscular
muscular_male,106,male muscular
muscular_sub,103,muscular submissive
muscular_thighs,103,muscular_legs
muscular_top,103,muscular
muscular_young,106,muscular young
mushroom,100,fungus
mushroom_humanoid,5,elemental_humanoid fungi_fauna mushroom
music,111,
musical_instrument,100,
musical_note,110,symbol
musk,105,
musk_clouds,105,musk
musky_armpit,105,musk
musky_balls,105,balls musk
musky_butt,105,musk
musky_penis,105,musk penis
mustache,103,facial_hair
mustelid,5,mammal
mustelid_humanoid,5,mammal_humanoid mustelid
musteline,5,mustelid
mutilation,105,
mutual_masturbation,101,masturbation
muzzle_(object),103,
muzzle_piercing,103,furry-specific_piercing nose_piercing snout
muzzled,108,muzzle_(object)
my_melody,4,
myriapod,5,arthropod
mythological_avian,5,avian mythological_creature
mythological_canine,5,canine mythological_creature
mythological_carbuncle,5,mythological_creature
mythological_creature,5,
mythological_equine,5,equine mythological_creature
mythological_firebird,5,bird mythological_avian
mythological_scalie,5,mythological_creature scalie
mythological_sphinx,5,felid mythological_creature
na'vi,5,alien_humanoid
nadia_fortune,4,
naga,5,draconcopode snake
nails,103,
nala_(the_lion_king),4,
name_tag,100,
nanachi,4,
naomi_(gvh),4,
nardoragon,5,
narehate,5,
nargacuga,5,dragon
narinder,4,
narration,110,
narrow_hips,103,
narrowed_eyes,103,
naser_(gvh),4,
nasus_(lol),4,
natani,4,
natural_breasts,103,breasts
nature,107,
nature_background,107,nature
navel,103,
navel_fetish,105,
navel_outline,103,
navel_pendant,103,navel_piercing
navel_penetration,103,navel_fetish penetration
navel_piercing,103,jewelry navel piercing
nazi,110,
nazrin,4,
nazuna_hiwatashi,4,
neck_bite,103,bite
neck_bulge,103,
neck_frill,103,frill_(anatomy)
neck_grab,103,grabbing
neck_markings,103,markings
neck_ring,103,ring
neck_tuft,103,tuft
neckerchief,100,kerchief neckwear
neckerchief_only,100,kerchief_only mostly_nude neckerchief
necklace,100,jewelry
necklace_only,100,necklace nude
necktie,100,
neckwear,100,
neco-arc,4,
necrophilia,105,corpse
neeko_(lol),4,
neon,107,
neon_lights,107,
neptune_mereaux,4,
nergigante,5,western_dragon
nervous,101,
net,100,
netherland_dwarf_rabbit,5,dwarf_rabbit
nevrean,5,avian
new_world_deer,5,deer
new_world_monkey,5,monkey
new_year,3,holidays
newspaper,100,
newt,5,salamander
nia_(senz),4,
nick_wilde,4,zootopia
nickit,5,pokemon_(species)
nicole_the_lynx,4,
nicole_watterson,4,
nidoking,5,pokemon_(species)
nidoqueen,5,pokemon_(species)
nidoran,5,pokemon_(species)
nidorina,5,pokemon_(species)
nifram_logan,4,
night,107,
night_(dream_and_nightmare),4,
night_elf,5,elf warcraft
night_fury,5,fury_(httyd)
night_light_(mlp),4,friendship_is_magic
night_stalker_(fallout),5,hybrid
nightclub,107,
nightgown,100,clothing
nightmare_fuel,108,
nightmare_moon_(mlp),4,friendship_is_magic
nightmare_rarity_(idw),4,
nightshade_(kadath),4,
nightstand,100,furniture
nightwing_(wof),5,western_dragon
nika_sharkeh,4,
niko_(oneshot),4,
nimbat,5,bat
ninetales,5,pokemon_(species)
ninja,111,warrior
nintendo_controller,100,game_controller
nipple_barbell,103,barbell_piercing nipple_piercing
nipple_chain,103,chain
nipple_clamp,103,
nipple_dip,103,
nipple_fetish,105,
nipple_lick,103,licking nipple_play nipples
nipple_outline,103,
nipple_penetration,103,nipple_play nipples penetration
nipple_piercing,103,jewelry nipples piercing
nipple_pinch,103,nipple_play pinch
nipple_play,103,nipple_fetish
nipple_ring,103,nipple_piercing ring_(jewelry) ring_piercing
nipple_slip,103,nipples
nipple_suck,103,nipple_play sucking
nipple_tape,103,pasties tape
nipple_tuft,103,tuft
nipples,103,
no_irises,103,
no_nut_november,3,meme
no_pupils,103,
no_sclera,103,
no_underwear,108,
noelle_holiday,4,
noivern,5,pokemon_(species)
noms_(nimzy),4,
non-euclidean_sex,101,sex
noodles,100,food
noose,100,
nordic_sled_dog,5,spitz
north_american_river_otter,5,river_otter
northwestern_wolf,5,wolf
nose_horn,103,facial_horn
nose_piercing,100,facial_piercing
nose_ring,100,nose_piercing ring_piercing
nose_to_anus,108,
nosebleed,101,blood
not_furry,101,
not_furry_focus,108,
notched_ear,103,
notebook,100,
nozzle,100,
nubless,4,
nude,108,
nude_anthro,106,anthro nude
nude_beach,107,beach
nude_female,106,female nude
nude_gynomorph,106,gynomorph nude_intersex
nude_human,106,human nude
nude_humanoid,106,humanoid nude
nude_intersex,106,intersex nude
nude_male,106,male nude
null_bulge,105,
number,110,
nun,111,
nun_outfit,100,
nurse,111,
nurse_clothing,100,clothing
nurse_hat,100,hat nurse_headwear
nurse_headwear,100,headwear nurse_clothing
nurse_redheart_(mlp),4,friendship_is_magic
nurse_uniform,100,nurse_clothing uniform
nut_(fruit),100,fruit
obese,103,overweight
obese_anthro,106,obese overweight_anthro
obese_female,106,obese overweight_female
obese_feral,106,obese overweight_feral
obese_male,106,obese overweight_male
object_head,5,for_a_head
object_in_ass,105,
object_in_mouth,108,
object_insertion,105,
object_penetration,101,penetration
obliques,103,
obscured_eyes,108,
obscured_penetration,101,
obstagoon,5,pokemon_(species)
occult_symbol,110,symbol
oceanic_dolphin,5,dolphin
ocellus_(mlp),4,friendship_is_magic
octavia_(helluva_boss),4,
octavia_(mlp),4,friendship_is_magic
octoling,5,cephalopod
octopodiform,5,coleoid
octopus,5,octopodiform
octopus_humanoid,5,cephalopod_humanoid octopus
oekaki,7,digital_media_(artwork)
off/on,110,
off_shoulder,100,clothed
off_the_hook_(splatoon),4,
office,107,
office_chair,107,chair
office_lady,107,
officer_flint_(foresttherotten),4,
official_art,7,
offscreen_character,106,
ogre,5,
okapi,5,giraffid
old_world_monkey,5,monkey
old_world_vulture,5,accipitrid vulture
older_anthro,106,age_difference anthro
older_dom_younger_sub,106,age_difference
older_female,106,age_difference female
older_gynomorph,106,gynomorph older_intersex
older_intersex,106,age_difference intersex
older_male,106,age_difference male
older_on_young,106,age_difference young
older_penetrated,106,age_difference penetration
oleander_(tfh),4,
olivia_(animal_crossing),4,animal_crossing
olivia_halford,4,
omnic,5,machine
omorashi,105,
on_back,108,lying
on_bed,107,bed
on_bench,108,bench
on_bottom,108,
on_chair,107,chair
on_desk,108,desk
